week_start,AutotraderInventory_FranchiseDealers_Inventory,AutotraderInventory_IndieDealers_Inventory,AutotraderInventory_TotalDealers_Inventory,BrandMedia_Addressable/Linear_Spends,BrandMedia_ConnectedTV_Spends,BrandMedia_Default_Spends,BrandMedia_Display_Spends,BrandMedia_LiveStreamVideo_Spends,BrandMedia_OOH_Spends,BrandMedia_Radio_Spends,BrandMedia_Social_Spends,BrandMedia_TotalDigitalVideo_Spends,CargurusInventory_AllFranchiseDealers_Inventory,CargurusInventory_AllIndieDealers_Inventory,CargurusInventory_PayingFranchiseDealers_Inventory,CargurusInventory_PayingIndieDealers_Inventory,CargurusInventory_TotalAllDealers_Inventory,CargurusInventory_TotalPayingDealers_Inventory,clientInventory_FranchiseDealers_Inventory,clientInventory_IndieDealers_Inventory,clientInventory_TotalDealers_Inventory,Competitor_CDKGlobal_CostofRevenue,Competitor_CDKGlobal_MarketingandSales,Competitor_CDKGlobal_OperatingExpense,Competitor_CDKGlobal_Revenue,Competitor_CDKWebsite_CostofRevenue,Competitor_CDKWebsite_MarketingandSales,Competitor_CDKWebsite_OperatingExpense,Competitor_CDKWebsite_Revenue,Competitor_CarGurus_CostofRevenue,Competitor_CarGurus_MarketingandSales,Competitor_CarGurus_OperatingExpense,Competitor_CarGurus_Revenue,Competitor_client.com_CostofRevenue,Competitor_client.com_MarketingandSales,Competitor_client.com_OperatingExpense,Competitor_client.com_Revenue,Competitor_TrueCar_CostofRevenue,Competitor_TrueCar_MarketingandSales,Competitor_TrueCar_OperatingExpense,Competitor_TrueCar_Revenue,Macro_Total_Population,Macro_Total_RealDisposablePersonalIncomePerCapita,Macro_Total_TotalVehicleSales,NonPaid_Apps_Leads,NonPaid_Apps_Visits,NonPaid_Direct_Leads,NonPaid_Direct_Visits,NonPaid_Email_Leads,NonPaid_Email_Visits,NonPaid_OtherProperties_Leads,NonPaid_OtherProperties_Visits,NonPaid_SEO_Leads,NonPaid_SEO_Visits,PerformanceMedia_App_Spends,PerformanceMedia_Display_Leads,PerformanceMedia_Display_Spends,PerformanceMedia_Display_Visits,PerformanceMedia_PaidSearch_Leads,PerformanceMedia_PaidSearch_Spends,PerformanceMedia_PaidSearch_Visits,PerformanceMedia_Partner_Leads,PerformanceMedia_Partner_Visits,PerformanceMedia_Partners_Spends,RevenueByBusiness_ConversationsDI_Revenue,RevenueByBusiness_FuelFuel_Revenue,RevenueByBusiness_NTMAclient_Revenue,RevenueByBusiness_OnlineShopperDI_Revenue,RevenueByBusiness_Packageclient_Revenue,RevenueByBusiness_Upsellclient_Revenue,RevenueByBusiness_WebsiteDI_Revenue,RevenueByCancel_Field_Revenue,RevenueByCancel_Groups_Revenue,RevenueByCancel_Inside_Revenue,RevenueByMarketplace_Field_Revenue,RevenueByMarketplace_Groups_Revenue,RevenueByMarketplace_Inside_Revenue,RevenueByPackage_Fran_Revenue,RevenueByPackage_Indy_Revenue,RevenueByProduct_DRLegacy_Revenue,RevenueByProduct_NonTraditional_Revenue,RevenueByProduct_Package_Revenue,RevenueByProduct_Upsell_Revenue,RevenueByRetail_DealerInspire_Revenue,RevenueByRetail_Fuel_Revenue,RevenueByRetail_Marketplace_Revenue,RevenueByRetail_OEM_Revenue,RevenueByRetail_Other_Revenue,RevenueBySale_Field_Revenue,RevenueBySale_Groups_Revenue,RevenueBySale_Inside_Revenue,RevenueByTotalWholesale_Amortization_Revenue,RevenueByTotalWholesale_Wholesale_Revenue,RevenueByUpsell_client360_Revenue,RevenueByUpsell_clientSocial_Revenue,RevenueByUpsell_DealerPosition_Revenue,RevenueByUpsell_DealerRaterConnections_Revenue,RevenueByUpsell_EventPositions_Revenue,RevenueByUpsell_NLP_Revenue,RevenueByUpsell_PowerPositions_Revenue,RevenueByUpsell_PreferredTradeIn_Revenue,RevenueByUpsell_Premier_Revenue,RevenueByUpsell_RepairPalCertified_Revenue,RevenueByUpsell_SocialSalesDrive_Revenue,RevenueByUpsell_StandardTradeIn_Revenue,Sales_Promo_Count,Total_DeseasonalizedMarketplace_Revenue,Total_Marketplace_SeasonalIndex,Total_Total_Visits,Total_Total_flag-covidlockdown1,Total_Total_flag-covidlockdown2,Total_Total_flag-covidpostlockdown,Total_Total_flag-covidpostlockdown2,Total_Total_flag-covidpostlockdown3,Total_Total_flag-covidpostlockdown4,Total_Total_flag-janfeb,Total_Total_flag-monthstart,Total_Total_flag-precontractexpire,Total_Total_flag-pretotalwholesalemonth,Total_Total_flag-stimulus,Total_Total_flag-stimulus2,Total_Total_flag-stimulus3,Total_Total_trend-month,Total_Total_trend-quarter,Total_Total_trend-week,Total_Total_trend-year,TruecarInventory_FranchiseDealers_Inventory,TruecarInventory_IndieDealers_Inventory,TruecarInventory_TotalDealers_Inventory
01-01-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73661677419,9837.032258,3949806.452,0,1799545.097,0,2643675.097,0,184857.129,0,1561738.613,0,1191621.968,38500,355595.7697,448914.7419,2207524.516,355595.7697,1123132.839,6442783.516,7854.908453,514421.6452,178953.6452,0,0,0,0,0,0,0,92837.16129,20949.64516,62478.3871,4973576.765,0,490203.9123,288603.7429,34232.25355,0,0,0,0,0,0,5463780.677,1826138.545,322191.3077,0,0,0,0,2510341.362,0,0,0,0,0,0,0,0,0,0,0,0,0,5652935.905,0.966538586,14984428.97,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,,,
08-01-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73661677419,9837.032258,3949806.452,0,1799545.097,0,2643675.097,0,184857.129,0,1561738.613,0,1191621.968,38500,355595.7697,448914.7419,2207524.516,355595.7697,1123132.839,6442783.516,7854.908453,514421.6452,178953.6452,0,0,0,0,0,0,0,92837.16129,20949.64516,62478.3871,4973576.765,0,490203.9123,288603.7429,34232.25355,0,0,0,0,0,0,5463780.677,1826138.545,322191.3077,0,0,0,0,2510341.362,0,0,0,0,0,0,0,0,0,0,0,0,0,5652935.905,0.966538586,14984428.97,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,,,
15-01-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73661677419,9837.032258,3949806.452,0,1799545.097,0,2643675.097,0,184857.129,0,1561738.613,0,1191621.968,38500,355595.7697,448914.7419,2207524.516,355595.7697,1123132.839,6442783.516,7854.908453,514421.6452,178953.6452,0,0,0,0,0,0,0,92837.16129,20949.64516,62478.3871,4973576.765,0,490203.9123,288603.7429,34232.25355,0,0,0,0,0,0,5463780.677,1826138.545,322191.3077,0,0,0,0,2510341.362,0,0,0,0,0,0,0,0,0,0,0,0,0,5652935.905,0.966538586,14984428.97,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,1,,,
22-01-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73661677419,9837.032258,3949806.452,0,1799545.097,0,2643675.097,0,184857.129,0,1561738.613,0,1191621.968,38500,355595.7697,448914.7419,2207524.516,355595.7697,1123132.839,6442783.516,7854.908453,514421.6452,178953.6452,0,0,0,0,0,0,0,92837.16129,20949.64516,62478.3871,4973576.765,0,490203.9123,288603.7429,34232.25355,0,0,0,0,0,0,5463780.677,1826138.545,322191.3077,0,0,0,0,2510341.362,0,0,0,0,0,0,0,0,0,0,0,0,0,5652935.905,0.966538586,14984428.97,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,1,,,
29-01-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,78186861751,10454.29954,4212345.622,0,1897929.899,0,2745327.184,0,209741.0553,0,1639478.548,0,1274079.843,55963.28571,389329.7012,700156.8894,2171110.507,769199.7626,1174696.931,7082736.364,16428.12988,690611.8788,225736.2765,0,0,0,0,0,0,0,115527.962,21272.56221,81431.45161,6204707.695,0,506676.5953,247372.2241,40245.48866,0,0,0,0,145482.7704,0,6711384.29,2068545.796,321280.7619,0,0,0,0,2038661.886,0,0,0,0,0,0,0,0,0,0,0,0,0,6184718.615,1.085155964,16071536.73,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,5,1,,,
05-02-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,81580750000,10917.25,4409250,0,1971718.5,0,2821566.25,0,228404,0,1697783.5,0,1335923.25,69060.75,414630.1498,888588.5,2143800,1079402.757,1213370,7562701,22858.04595,822754.554,260823.25,0,0,0,0,0,0,0,132546.0625,21514.75,95646.25,7128055.893,0,519031.1075,216448.585,44755.415,0,0,0,0,254594.8482,0,7647087,2250351.234,320597.8525,0,0,0,0,1684902.28,0,0,0,0,0,0,0,0,0,0,0,0,0,7046993.478,1.085155964,16886867.55,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,6,1,,,
12-02-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,81580750000,10917.25,4409250,0,1971718.5,0,2821566.25,0,228404,0,1697783.5,0,1335923.25,69060.75,414630.1498,888588.5,2143800,1079402.757,1213370,7562701,22858.04595,822754.554,260823.25,0,0,0,0,0,0,0,132546.0625,21514.75,95646.25,7128055.893,0,519031.1075,216448.585,44755.415,0,0,0,0,254594.8482,0,7647087,2250351.234,320597.8525,0,0,0,0,1684902.28,0,0,0,0,0,0,0,0,0,0,0,0,0,7046993.478,1.085155964,16886867.55,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,7,1,,,
19-02-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,81580750000,10917.25,4409250,0,1971718.5,0,2821566.25,0,228404,0,1697783.5,0,1335923.25,69060.75,414630.1498,888588.5,2143800,1079402.757,1213370,7562701,22858.04595,822754.554,260823.25,0,0,0,0,0,0,0,132546.0625,21514.75,95646.25,7128055.893,0,519031.1075,216448.585,44755.415,0,0,0,0,254594.8482,0,7647087,2250351.234,320597.8525,0,0,0,0,1684902.28,0,0,0,0,0,0,0,0,0,0,0,0,0,7046993.478,1.085155964,16886867.55,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,8,1,,,
26-02-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,77084081797,10330.56336,4155614.055,0,1971580.15,0,2789755.969,0,227478.7834,0,1652796.597,0,1356671.697,99368.43203,382811.1831,915602.7396,1967044.332,981330.4129,1004130.424,7078696.926,24732.49609,763856.1913,267659.9735,0,0,0,0,0,0,0,155787.0683,25151.05876,69586.41129,6778069.065,0,490282.9058,233940.2909,41293.7644,0,0,0,0,711750.474,0,7268351.97,2219877.75,310009.3661,0,0,0,0,1574199.057,0,0,0,0,0,0,0,0,0,0,0,0,0,7154187.741,1.015957679,16155084.05,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,9,1,,,
05-03-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73711580645,9890.548387,3965387.097,0,1971476.387,0,2765898.258,0,226784.871,0,1619056.419,0,1372233.032,122099.1935,358946.9581,935863.4194,1834477.581,907776.1546,847200.7419,6715693.871,26138.3337,719682.4194,272787.5161,0,0,0,0,0,0,0,173217.8226,27878.29032,50041.53226,6515578.944,0,468721.7545,247059.0703,38697.52645,0,0,0,0,1054617.193,0,6984300.698,2197022.638,302068.0013,0,0,0,0,1491171.64,0,0,0,0,0,0,0,0,0,0,0,0,0,6874598.071,1.015957679,15606246.42,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,10,1,,,
12-03-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73711580645,9890.548387,3965387.097,0,1971476.387,0,2765898.258,0,226784.871,0,1619056.419,0,1372233.032,122099.1935,358946.9581,935863.4194,1834477.581,907776.1546,847200.7419,6715693.871,26138.3337,719682.4194,272787.5161,0,0,0,0,0,0,0,173217.8226,27878.29032,50041.53226,6515578.944,0,468721.7545,247059.0703,38697.52645,0,0,0,0,1054617.193,0,6984300.698,2197022.638,302068.0013,0,0,0,0,1491171.64,0,0,0,0,0,0,0,0,0,0,0,0,0,6874598.071,1.015957679,15606246.42,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,11,1,,,
19-03-18,,,,167802.8978,0,0,0,0,0,0,0,0,,,,,,,,,,22944444.44,0,0,44846666.67,0,0,0,5883337.522,435555.5556,5561733.333,6937777.778,7676666.667,1484466.667,5136055.556,0,12444444.44,579600,3765844.444,0,6304744.444,73711580645,9890.548387,3965387.097,0,1971476.387,0,2765898.258,0,226784.871,0,1619056.419,0,1372233.032,122099.1935,358946.9581,935863.4194,1834477.581,907776.1546,847200.7419,6715693.871,26138.3337,719682.4194,272787.5161,0,0,0,0,0,0,0,173217.8226,27878.29032,50041.53226,6515578.944,0,468721.7545,247059.0703,38697.52645,0,0,0,0,1054617.193,0,6984300.698,2197022.638,302068.0013,0,0,0,0,1491171.64,0,0,0,0,0,0,0,0,0,0,0,0,0,6874598.071,1.015957679,15606246.42,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,12,1,,,
26-03-18,,,,158269.6601,0,0,0,0,0,0,0,0,,,,,,,,,,22836996.34,0,0,44694945.05,0,0,0,5886489.327,439267.3993,5656573.626,7077435.897,7792087.912,1522982.418,5056476.19,0,12518446.89,581986.8132,3799449.084,0,6369451.282,74066788172,9940.27957,3988003.226,0,1966201.07,0,2754767.035,0,225285.8989,0,1593205.612,0,1375626.875,112742.3849,351668.6874,916700.4452,1828019.855,898796.3319,806618.0645,6583745.999,26808.29368,731808.6452,267836.7043,0,0,0,0,0,0,0,171055.9694,28138.51075,48560.6586,6534731.878,0,487070.9352,236469.6364,38712.72739,0,0,0,0,1062656.341,0,7021802.813,2162466.561,309406.5204,0,0,0,0,1497059.496,0,0,0,0,0,0,0,0,0,0,0,0,0,6911511.139,1.015957679,15465455.38,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,13,1,,,
02-04-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76198033333,10238.66667,4123700,0,1934549.167,0,2687979.7,0,216292.0667,0,1438100.767,0,1395989.933,56601.53333,307999.0632,801722.6,1789273.5,844917.3952,563122,5792058.767,30828.05357,804566,238131.8333,0,0,0,0,0,0,0,158084.85,29699.83333,39675.41667,6649649.484,0,597166.0193,172933.033,38803.933,0,0,0,0,1110891.227,0,7246815.504,1955130.1,353437.6354,0,0,0,0,1532386.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8047205.338,0.900538162,14620709.13,0,0,0,0,0,0,0,1,1,1,0,0,0,4,2,14,1,,,
09-04-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76198033333,10238.66667,4123700,0,1934549.167,0,2687979.7,0,216292.0667,0,1438100.767,0,1395989.933,56601.53333,307999.0632,801722.6,1789273.5,844917.3952,563122,5792058.767,30828.05357,804566,238131.8333,0,0,0,0,0,0,0,158084.85,29699.83333,39675.41667,6649649.484,0,597166.0193,172933.033,38803.933,0,0,0,0,1110891.227,0,7246815.504,1955130.1,353437.6354,0,0,0,0,1532386.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8047205.338,0.900538162,14620709.13,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,15,1,,,
16-04-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76198033333,10238.66667,4123700,0,1934549.167,0,2687979.7,0,216292.0667,0,1438100.767,0,1395989.933,56601.53333,307999.0632,801722.6,1789273.5,844917.3952,563122,5792058.767,30828.05357,804566,238131.8333,0,0,0,0,0,0,0,158084.85,29699.83333,39675.41667,6649649.484,0,597166.0193,172933.033,38803.933,0,0,0,0,1110891.227,0,7246815.504,1955130.1,353437.6354,0,0,0,0,1532386.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8047205.338,0.900538162,14620709.13,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,16,1,,,
23-04-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76198033333,10238.66667,4123700,0,1934549.167,0,2687979.7,0,216292.0667,0,1438100.767,0,1395989.933,56601.53333,307999.0632,801722.6,1789273.5,844917.3952,563122,5792058.767,30828.05357,804566,238131.8333,0,0,0,0,0,0,0,158084.85,29699.83333,39675.41667,6649649.484,0,597166.0193,172933.033,38803.933,0,0,0,0,1110891.227,0,7246815.504,1955130.1,353437.6354,0,0,0,0,1532386.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8047205.338,0.900538162,14620709.13,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,17,1,,,
30-04-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,74117497849,9977.827957,4010454.839,0,1936899.005,0,2823980.132,0,218883.5118,0,1494726.838,0,1408856.617,82243.03011,370460.124,586006.5742,2139996.629,760121.4724,733932.9032,5119455.096,689498.5238,800032.5161,294901.1559,0,0,0,0,0,0,0,165534.6648,27023.47849,35601.14247,6454784.21,0,621358.2513,215009.9725,55167.43706,0,0,0,0,1124082.533,0,7076142.462,2199208.687,313254.0644,0,0,0,0,1486960.181,0,0,0,0,0,0,0,0,0,0,0,0,0,7796970.725,0.907550215,14448103.51,0,0,0,0,0,0,0,1,1,1,0,0,0,5,2,18,1,,,
07-05-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,73770741935,9934.354839,3991580.645,0,1937290.645,0,2846646.871,0,219315.4194,0,1504164.516,0,1411001.065,86516.6129,380870.3008,550053.9032,2198450.484,745988.8186,762401.3871,5007354.484,799276.9355,799276.9355,304362.7097,0,0,0,0,0,0,0,166776.3006,26577.41935,34922.09677,6422306.665,0,625390.29,222022.7958,57894.68774,0,0,0,0,1126281.084,0,7047696.955,2239888.452,306556.8025,0,0,0,0,1479389.107,0,0,0,0,0,0,0,0,0,0,0,0,0,7765627.548,0.907550215,14419335.9,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,19,1,,,
14-05-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,73770741935,9934.354839,3991580.645,0,1937290.645,0,2846646.871,0,219315.4194,0,1504164.516,0,1411001.065,86516.6129,380870.3008,550053.9032,2198450.484,745988.8186,762401.3871,5007354.484,799276.9355,799276.9355,304362.7097,0,0,0,0,0,0,0,166776.3006,26577.41935,34922.09677,6422306.665,0,625390.29,222022.7958,57894.68774,0,0,0,0,1126281.084,0,7047696.955,2239888.452,306556.8025,0,0,0,0,1479389.107,0,0,0,0,0,0,0,0,0,0,0,0,0,7765627.548,0.907550215,14419335.9,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,20,1,,,
21-05-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,73770741935,9934.354839,3991580.645,0,1937290.645,0,2846646.871,0,219315.4194,0,1504164.516,0,1411001.065,86516.6129,380870.3008,550053.9032,2198450.484,745988.8186,762401.3871,5007354.484,799276.9355,799276.9355,304362.7097,0,0,0,0,0,0,0,166776.3006,26577.41935,34922.09677,6422306.665,0,625390.29,222022.7958,57894.68774,0,0,0,0,1126281.084,0,7047696.955,2239888.452,306556.8025,0,0,0,0,1479389.107,0,0,0,0,0,0,0,0,0,0,0,0,0,7765627.548,0.907550215,14419335.9,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,21,1,,,
28-05-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,74839409677,10087.47419,4054403.226,0,1915372.726,0,2758682.855,0,231613.9968,0,1497909.681,0,1409927.423,101865.8645,262813.4039,565132.4161,1312717.819,472452.4327,743542.0355,3038835.519,464329.3703,488194.2774,309881.6484,0,0,0,0,0,0,0,154624.4432,24221.59677,38959.78387,6923447.141,0,717426.262,196014.569,657240.7867,0,0,0,0,1119749.926,0,7640873.403,2173032.783,297526.7217,0,0,0,0,1583741.435,0,0,0,0,0,0,0,0,0,0,0,0,0,7851553.345,0.9731671,11155344.62,0,0,0,0,0,0,0,1,1,1,0,0,0,6,2,22,1,,,
04-06-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76264300000,10291.63333,4138166.667,0,1886148.833,0,2641397.5,0,248012.1,0,1489569.9,0,1408495.9,122331.5333,105404.208,585237.1,131740.9333,107737.2515,718396.2333,414143.5667,17732.61666,73417.4,317240.2333,0,0,0,0,0,0,0,138421.9667,21080.5,44343.36667,7591634.442,0,840140.8913,161336.9333,1456368.919,0,0,0,0,1111041.715,0,8431775.333,2083891.892,285486.614,0,0,0,0,1722877.872,0,0,0,0,0,0,0,0,0,0,0,0,0,8664262.622,0.9731671,6803356.233,0,0,0,0,0,0,0,0,1,1,0,0,0,6,2,23,1,,,
11-06-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76264300000,10291.63333,4138166.667,0,1886148.833,0,2641397.5,0,248012.1,0,1489569.9,0,1408495.9,122331.5333,105404.208,585237.1,131740.9333,107737.2515,718396.2333,414143.5667,17732.61666,73417.4,317240.2333,0,0,0,0,0,0,0,138421.9667,21080.5,44343.36667,7591634.442,0,840140.8913,161336.9333,1456368.919,0,0,0,0,1111041.715,0,8431775.333,2083891.892,285486.614,0,0,0,0,1722877.872,0,0,0,0,0,0,0,0,0,0,0,0,0,8664262.622,0.9731671,6803356.233,0,0,0,0,0,0,0,0,1,1,0,0,0,6,2,24,1,,,
18-06-18,,,,101070.234,0,0,0,0,0,0,0,0,,,,,,,,,,22192307.69,0,0,43784615.38,0,0,0,5905400.154,461538.4615,6225615.385,7915384.615,8484615.385,1754076.923,4579000,0,12962461.54,596307.6923,4001076.923,0,6757692.308,76264300000,10291.63333,4138166.667,0,1886148.833,0,2641397.5,0,248012.1,0,1489569.9,0,1408495.9,122331.5333,105404.208,585237.1,131740.9333,107737.2515,718396.2333,414143.5667,17732.61666,73417.4,317240.2333,0,0,0,0,0,0,0,138421.9667,21080.5,44343.36667,7591634.442,0,840140.8913,161336.9333,1456368.919,0,0,0,0,1111041.715,0,8431775.333,2083891.892,285486.614,0,0,0,0,1722877.872,0,0,0,0,0,0,0,0,0,0,0,0,0,8664262.622,0.9731671,6803356.233,0,0,0,0,0,0,0,0,1,1,0,0,0,6,2,25,1,,,
25-06-18,,,,137526.4507,0,0,0,0,0,0,0,0,,,,,,,,,,22082847.59,0,0,43556844.24,0,0,0,5906359.821,465169.613,6259067.845,7969397.993,8566005.733,1764364.071,4533552.795,0,12950898.71,594816.5313,4049059.723,0,6809698.997,75917948387,10248.52903,4111580.645,0,1891216.742,0,2657933.29,0,248847.3806,0,1542553.716,0,1437118.458,122050.729,114787.5127,541750.1226,132899.6065,128860.2961,686722.8452,421762.6839,21993.73488,94701.74839,327048.3613,0,0,0,0,0,0,0,151706.4568,22189.83871,42036.16452,7435508.106,0,812131.7237,174701.4997,1254962.11,0,0,0,0,1126064.019,0,8247639.829,2120300.685,291293.9572,0,0,0,0,1673827.7,0,0,0,0,0,0,0,0,0,0,0,0,0,8475049.994,0.9731671,6884479.91,0,0,0,0,0,0,0,0,1,1,0,0,0,6,2,26,1,,,
02-07-18,,,,356263.7509,0,0,0,0,0,0,0,0,,,,,,,,,,21426086.96,0,0,42190217.39,0,0,0,5912117.826,486956.5217,6459782.609,8293478.261,9054347.826,1826086.957,4260869.565,0,12881521.74,585869.5652,4336956.522,0,7121739.13,73839838710,9989.903226,3952064.516,0,1921624.194,0,2757148.032,0,253859.0645,0,1860456.613,0,1608853.806,120365.9032,171087.341,280828.2581,139851.6452,255598.5641,496682.5161,467477.3871,47560.44422,222407.8387,385897.129,0,0,0,0,0,0,0,231413.3974,28845.87097,28192.95161,6498750.088,0,644076.7177,254888.8977,46521.25484,0,0,0,0,1216197.841,0,7142826.805,2338753.444,326138.0161,0,0,0,0,1379526.669,0,0,0,0,0,0,0,0,0,0,0,0,0,7704321.64,0.927119497,7371221.968,0,0,0,0,0,0,0,1,1,1,0,0,0,7,3,27,1,,,
